"","Geneid","Length"
"14815","ENSMUSG00000100813",3134
"14816","ENSMUSG00000099937",158
"14817","ENSMUSG00000077323",134
"14818","ENSMUSG00000028899",4038
"14819","ENSMUSG00000089687",761
"14820","ENSMUSG00000086290",2402
"14821","ENSMUSG00000105911",137
"14822","ENSMUSG00000065097",136
"14823","ENSMUSG00000064604",129
"14824","ENSMUSG00000064949",130
"14825","ENSMUSG00000080615",74
"14826","ENSMUSG00000028898",2710
"14827","ENSMUSG00000028896",3848
"14828","ENSMUSG00000085241",986
"14829","ENSMUSG00000091021",1527
"14830","ENSMUSG00000065353",205
"14831","ENSMUSG00000064387",205
"14832","ENSMUSG00000066043",4960
"14833","ENSMUSG00000096350",96
"14834","ENSMUSG00000064739",94
"14835","ENSMUSG00000066042",1998
"14836","ENSMUSG00000028893",3475
"14837","ENSMUSG00000086997",622
"14838","ENSMUSG00000054428",1441
"14839","ENSMUSG00000087352",485
"14840","ENSMUSG00000054405",2555
"14841","ENSMUSG00000065623",104
"14842","ENSMUSG00000056529",3637
"14843","ENSMUSG00000028886",5647
"14844","ENSMUSG00000037752",4312
"14845","ENSMUSG00000028885",2006
"14846","ENSMUSG00000028884",2993
"14847","ENSMUSG00000037731",3079
"14848","ENSMUSG00000081647",285
"14849","ENSMUSG00000028882",2924
"14850","ENSMUSG00000088990",165
"14851","ENSMUSG00000028879",3188
"14852","ENSMUSG00000083816",1057
"14853","ENSMUSG00000028878",3088
"14854","ENSMUSG00000087911",107
"14855","ENSMUSG00000028874",3863
"14856","ENSMUSG00000037692",8444
"14857","ENSMUSG00000097088",3201
"14858","ENSMUSG00000028868",6258
"14859","ENSMUSG00000089298",288
"14860","ENSMUSG00000099202",62
"14861","ENSMUSG00000049649",2734
"14862","ENSMUSG00000028865",1827
"14863","ENSMUSG00000028862",4604
"14864","ENSMUSG00000028860",2518
"14865","ENSMUSG00000028857",2003
"14866","ENSMUSG00000083241",456
"14867","ENSMUSG00000037622",4800
"14868","ENSMUSG00000028854",5324
"14869","ENSMUSG00000092745",89
"14870","ENSMUSG00000086850",665
"14871","ENSMUSG00000046694",2287
"14872","ENSMUSG00000056596",1654
"14873","ENSMUSG00000037600",2379
"14874","ENSMUSG00000028851",1425
"14875","ENSMUSG00000037583",1132
"14876","ENSMUSG00000093886",126
"14877","ENSMUSG00000028850",2086
"14878","ENSMUSG00000028848",1482
"14879","ENSMUSG00000047281",1613
"14880","ENSMUSG00000037553",5382
"14881","ENSMUSG00000083885",474
"14882","ENSMUSG00000093031",256
"14883","ENSMUSG00000043257",4180
"14884","ENSMUSG00000007880",11476
"14885","ENSMUSG00000104566",59
"14886","ENSMUSG00000084555",138
"14887","ENSMUSG00000084789",333
"14888","ENSMUSG00000003644",4258
"14889","ENSMUSG00000085009",1169
"14890","ENSMUSG00000080946",183
"14891","ENSMUSG00000089321",100
"14892","ENSMUSG00000003038",3060
"14893","ENSMUSG00000012117",3784
"14894","ENSMUSG00000050966",3996
"14895","ENSMUSG00000087288",664
"14896","ENSMUSG00000049410",1471
"14897","ENSMUSG00000012123",7801
"14898","ENSMUSG00000000682",1187
"14899","ENSMUSG00000012126",4742
"14900","ENSMUSG00000028843",821
"14901","ENSMUSG00000037443",5269
"14902","ENSMUSG00000098693",88
"14903","ENSMUSG00000073747",2338
"14904","ENSMUSG00000081772",321
"14905","ENSMUSG00000048003",2101
"14906","ENSMUSG00000028841",2804
"14907","ENSMUSG00000028840",2088
"14908","ENSMUSG00000086322",2124
"14909","ENSMUSG00000108398",647
"14910","ENSMUSG00000050105",1275
"14911","ENSMUSG00000050890",5810
"14912","ENSMUSG00000028834",2842
"14913","ENSMUSG00000083065",261
"14914","ENSMUSG00000028836",3564
"14915","ENSMUSG00000028838",4333
"14916","ENSMUSG00000037366",3616
"14917","ENSMUSG00000087343",904
"14918","ENSMUSG00000028832",1922
"14919","ENSMUSG00000092812",91
"14920","ENSMUSG00000083001",753
"14921","ENSMUSG00000037348",4259
"14922","ENSMUSG00000078521",1275
"14923","ENSMUSG00000046671",5370
"14924","ENSMUSG00000050989",3619
"14925","ENSMUSG00000037306",5722
"14926","ENSMUSG00000099289",129
"14927","ENSMUSG00000037295",7010
"14928","ENSMUSG00000028826",6744
"14929","ENSMUSG00000028825",1594
"14930","ENSMUSG00000028822",1270
"14931","ENSMUSG00000037266",3349
"14932","ENSMUSG00000028821",2043
"14933","ENSMUSG00000086884",276
"14934","ENSMUSG00000070691",5003
"14935","ENSMUSG00000084986",412
"14936","ENSMUSG00000037242",6572
"14937","ENSMUSG00000087270",310
"14938","ENSMUSG00000085002",273
"14939","ENSMUSG00000082833",190
"14940","ENSMUSG00000028809",7299
"14941","ENSMUSG00000043924",2227
"14942","ENSMUSG00000084032",78
"14943","ENSMUSG00000081136",468
"14944","ENSMUSG00000059713",5111
"14945","ENSMUSG00000076123",79
"14946","ENSMUSG00000087016",590
"14947","ENSMUSG00000028803",7588
"14948","ENSMUSG00000103955",330
"14949","ENSMUSG00000028801",3054
"14950","ENSMUSG00000080474",129
"14951","ENSMUSG00000037188",2789
"14952","ENSMUSG00000088179",101
"14953","ENSMUSG00000086788",3024
"14954","ENSMUSG00000062157",4182
"14955","ENSMUSG00000083678",731
"14956","ENSMUSG00000037157",2569
"14957","ENSMUSG00000082743",478
"14958","ENSMUSG00000037139",6038
"14959","ENSMUSG00000081672",496
"14960","ENSMUSG00000028676",7003
"14961","ENSMUSG00000028675",2213
"14962","ENSMUSG00000083430",214
"14963","ENSMUSG00000062585",3982
"14964","ENSMUSG00000028673",3276
"14965","ENSMUSG00000028672",2434
"14966","ENSMUSG00000028671",2370
"14967","ENSMUSG00000028670",2054
"14968","ENSMUSG00000028669",2477
"14969","ENSMUSG00000083852",365
"14970","ENSMUSG00000028668",4708
"14971","ENSMUSG00000085714",507
"14972","ENSMUSG00000097995",416
"14973","ENSMUSG00000059291",2697
"14974","ENSMUSG00000082877",267
"14975","ENSMUSG00000088614",103
"14976","ENSMUSG00000007872",1791
"14977","ENSMUSG00000018983",4882
"14978","ENSMUSG00000036995",4225
"14979","ENSMUSG00000001604",1400
"14980","ENSMUSG00000051351",5212
"14981","ENSMUSG00000081330",523
"14982","ENSMUSG00000066037",22199
"14983","ENSMUSG00000098155",715
"14984","ENSMUSG00000070687",3201
"14985","ENSMUSG00000066178",1728
"14986","ENSMUSG00000001089",8112
"14987","ENSMUSG00000036940",5179
"14988","ENSMUSG00000082711",489
"14989","ENSMUSG00000083054",967
"14990","ENSMUSG00000092747",59
"14991","ENSMUSG00000036921",683
"14992","ENSMUSG00000070683",2954
"14993","ENSMUSG00000103119",2487
"14994","ENSMUSG00000028664",12608
"14995","ENSMUSG00000036905",1088
"14996","ENSMUSG00000036896",1931
"14997","ENSMUSG00000036887",1040
"14998","ENSMUSG00000028661",4713
"14999","ENSMUSG00000060862",10710
"15000","ENSMUSG00000077624",129
"15001","ENSMUSG00000085542",874
"15002","ENSMUSG00000087417",774
"15003","ENSMUSG00000085833",2904
"15004","ENSMUSG00000093294",76
"15005","ENSMUSG00000092848",76
"15006","ENSMUSG00000080806",585
"15007","ENSMUSG00000082149",682
"15008","ENSMUSG00000036856",4194
"15009","ENSMUSG00000006699",2966
"15010","ENSMUSG00000089199",56
"15011","ENSMUSG00000101493",1117
"15012","ENSMUSG00000070667",378
"15013","ENSMUSG00000078520",958
"15014","ENSMUSG00000023433",1665
"15015","ENSMUSG00000086845",828
"15016","ENSMUSG00000041399",1048
"15017","ENSMUSG00000028763",14307
"15018","ENSMUSG00000099134",85
"15019","ENSMUSG00000094035",429
"15020","ENSMUSG00000043411",9686
"15021","ENSMUSG00000041351",6429
"15022","ENSMUSG00000087476",471
"15023","ENSMUSG00000028766",4033
"15024","ENSMUSG00000057530",5300
"15025","ENSMUSG00000085823",863
"15026","ENSMUSG00000028760",11063
"15027","ENSMUSG00000084804",737
"15028","ENSMUSG00000098513",84
"15029","ENSMUSG00000078519",400
"15030","ENSMUSG00000028759",8433
"15031","ENSMUSG00000045349",3740
"15032","ENSMUSG00000028758",4582
"15033","ENSMUSG00000028757",2120
"15034","ENSMUSG00000028756",2673
"15035","ENSMUSG00000099200",69
"15036","ENSMUSG00000098364",110
"15037","ENSMUSG00000028755",1035
"15038","ENSMUSG00000078235",2437
"15039","ENSMUSG00000046109",2105
"15040","ENSMUSG00000083326",215
"15041","ENSMUSG00000041241",4000
"15042","ENSMUSG00000046447",4444
"15043","ENSMUSG00000028753",7805
"15044","ENSMUSG00000088589",106
"15045","ENSMUSG00000043621",4564
"15046","ENSMUSG00000028750",3612
"15047","ENSMUSG00000028749",2465
"15048","ENSMUSG00000041202",2243
"15049","ENSMUSG00000041193",2884
"15050","ENSMUSG00000087894",101
"15051","ENSMUSG00000058908",928
"15052","ENSMUSG00000078518",655
"15053","ENSMUSG00000028751",917
"15054","ENSMUSG00000041161",1668
"15055","ENSMUSG00000070661",1249
"15056","ENSMUSG00000041143",3596
"15057","ENSMUSG00000028747",2341
"15058","ENSMUSG00000110296",165
"15059","ENSMUSG00000041120",2033
"15060","ENSMUSG00000050608",2766
"15061","ENSMUSG00000083238",286
"15062","ENSMUSG00000073739",2324
"15063","ENSMUSG00000028745",3299
"15064","ENSMUSG00000028744",3516
"15065","ENSMUSG00000028743",1793
"15066","ENSMUSG00000092909",60
"15067","ENSMUSG00000087943",57
"15068","ENSMUSG00000083404",276
"15069","ENSMUSG00000080708",881
"15070","ENSMUSG00000028741",2611
"15071","ENSMUSG00000078517",6683
"15072","ENSMUSG00000066036",17997
"15073","ENSMUSG00000097731",3605
"15074","ENSMUSG00000041025",6216
"15075","ENSMUSG00000094359",102
"15076","ENSMUSG00000094439",4402
"15077","ENSMUSG00000028737",4907
"15078","ENSMUSG00000098569",70
"15079","ENSMUSG00000028738",3047
"15080","ENSMUSG00000028736",5860
"15081","ENSMUSG00000087646",558
"15082","ENSMUSG00000087628",277
"15083","ENSMUSG00000085928",1548
"15084","ENSMUSG00000078234",7807
"15085","ENSMUSG00000089294",95
"15086","ENSMUSG00000040972",1979
"15087","ENSMUSG00000085968",241
"15088","ENSMUSG00000086164",594
"15089","ENSMUSG00000103107",2647
"15090","ENSMUSG00000087084",1720
"15091","ENSMUSG00000086960",400
"15092","ENSMUSG00000086437",407
"15093","ENSMUSG00000085047",608
"15094","ENSMUSG00000040964",5693
"15095","ENSMUSG00000086159",1163
"15096","ENSMUSG00000095878",96
"15097","ENSMUSG00000040945",4155
"15098","ENSMUSG00000093071",64
"15099","ENSMUSG00000040935",2532
"15100","ENSMUSG00000025330",4835
"15101","ENSMUSG00000025328",3447
"15102","ENSMUSG00000085918",2001
"15103","ENSMUSG00000025329",3754
"15104","ENSMUSG00000087045",591
"15105","ENSMUSG00000028927",5013
"15106","ENSMUSG00000064443",116
"15107","ENSMUSG00000087698",924
"15108","ENSMUSG00000009863",2239
"15109","ENSMUSG00000036622",6000
"15110","ENSMUSG00000060572",1211
"15111","ENSMUSG00000040860",8266
"15112","ENSMUSG00000028923",3095
"15113","ENSMUSG00000082246",815
"15114","ENSMUSG00000045004",2629
"15115","ENSMUSG00000040842",3327
"15116","ENSMUSG00000097620",2116
"15117","ENSMUSG00000028920",5934
"15118","ENSMUSG00000073733",1879
"15119","ENSMUSG00000103366",1275
"15120","ENSMUSG00000028919",4242
"15121","ENSMUSG00000085774",1961
"15122","ENSMUSG00000085395",564
"15123","ENSMUSG00000006445",4674
"15124","ENSMUSG00000093180",77
"15125","ENSMUSG00000085836",2735
"15126","ENSMUSG00000084238",204
"15127","ENSMUSG00000006218",1433
"15128","ENSMUSG00000033770",2942
"15129","ENSMUSG00000086061",1679
"15130","ENSMUSG00000006216",2639
"15131","ENSMUSG00000006221",2769
"15132","ENSMUSG00000070637",905
"15133","ENSMUSG00000006215",3877
"15134","ENSMUSG00000040761",14089
"15135","ENSMUSG00000048406",1701
"15136","ENSMUSG00000006219",4457
"15137","ENSMUSG00000043085",3991
"15138","ENSMUSG00000073731",944
"15139","ENSMUSG00000040740",2670
"15140","ENSMUSG00000028917",5186
"15141","ENSMUSG00000078515",9553
"15142","ENSMUSG00000040715",1749
"15143","ENSMUSG00000040706",1407
"15144","ENSMUSG00000040697",6510
"15145","ENSMUSG00000028914",5197
"15146","ENSMUSG00000058579",1723
"15147","ENSMUSG00000062478",1428
"15148","ENSMUSG00000086818",322
"15149","ENSMUSG00000040659",2381
"15150","ENSMUSG00000100396",1327
"15151","ENSMUSG00000085922",945
"15152","ENSMUSG00000051435",6141
"15153","ENSMUSG00000081079",398
"15154","ENSMUSG00000085424",997
"15155","ENSMUSG00000085761",630
"15156","ENSMUSG00000040616",1875
"15157","ENSMUSG00000085574",459
"15158","ENSMUSG00000073728",3562
"15159","ENSMUSG00000040606",10721
"15160","ENSMUSG00000087525",562
"15161","ENSMUSG00000085816",769
"15162","ENSMUSG00000110067",1568
"15163","ENSMUSG00000103678",219
"15164","ENSMUSG00000057637",7420
"15165","ENSMUSG00000106597",63
"15166","ENSMUSG00000081838",459
"15167","ENSMUSG00000083826",794
"15168","ENSMUSG00000087903",132
"15169","ENSMUSG00000082575",1345
"15170","ENSMUSG00000028583",1817
"15171","ENSMUSG00000088395",308
"15172","ENSMUSG00000028584",2324
"15173","ENSMUSG00000081792",758
"15174","ENSMUSG00000041805",2794
"15175","ENSMUSG00000082407",712
"15176","ENSMUSG00000046862",4176
"15177","ENSMUSG00000047799",1981
"15178","ENSMUSG00000083930",1955
"15179","ENSMUSG00000084059",501
"15180","ENSMUSG00000083403",1524
"15181","ENSMUSG00000095409",2055
"15182","ENSMUSG00000070616",2104
"15183","ENSMUSG00000070618",2141
"15184","ENSMUSG00000096154",2093
"15185","ENSMUSG00000081523",1435
"15186","ENSMUSG00000044377",420
"15187","ENSMUSG00000066688",2464
"15188","ENSMUSG00000078513",1819
"15189","ENSMUSG00000084351",171
"15190","ENSMUSG00000081227",561
"15191","ENSMUSG00000070617",1807
"15192","ENSMUSG00000046435",2106
"15193","ENSMUSG00000082717",256
"15194","ENSMUSG00000082030",5599
"15195","ENSMUSG00000066031",1810
"15196","ENSMUSG00000059218",2124
"15197","ENSMUSG00000029451",1982
"15198","ENSMUSG00000078512",2087
"15199","ENSMUSG00000083749",1439
"15200","ENSMUSG00000084123",1443
"15201","ENSMUSG00000078511",1684
"15202","ENSMUSG00000078510",1678
"15203","ENSMUSG00000078509",1753
"15204","ENSMUSG00000083456",1455
"15205","ENSMUSG00000095987",1446
"15206","ENSMUSG00000073724",2490
"15207","ENSMUSG00000073723",2338
"15208","ENSMUSG00000050810",1865
"15209","ENSMUSG00000066030",2481
"15210","ENSMUSG00000046262",2981
"15211","ENSMUSG00000083708",492
"15212","ENSMUSG00000036749",2299
"15213","ENSMUSG00000095960",1446
"15214","ENSMUSG00000080943",1166
"15215","ENSMUSG00000078508",1745
"15216","ENSMUSG00000084312",453
"15217","ENSMUSG00000070619",2094
"15218","ENSMUSG00000073721",1434
"15219","ENSMUSG00000028591",2573
"15220","ENSMUSG00000028590",767
"15221","ENSMUSG00000028589",974
"15222","ENSMUSG00000095213",309
"15223","ENSMUSG00000078507",3153
"15224","ENSMUSG00000082835",549
"15225","ENSMUSG00000028593",1406
"15226","ENSMUSG00000083390",632
"15227","ENSMUSG00000082418",3063
"15228","ENSMUSG00000078506",1221
"15229","ENSMUSG00000070610",1389
"15230","ENSMUSG00000070609",1224
"15231","ENSMUSG00000078505",1224
"15232","ENSMUSG00000041735",1227
"15233","ENSMUSG00000077327",166
"15234","ENSMUSG00000078504",1432
"15235","ENSMUSG00000083998",594
"15236","ENSMUSG00000066026",2927
"15237","ENSMUSG00000103911",145
"15238","ENSMUSG00000020220",24771
"15239","ENSMUSG00000028599",3818
"15240","ENSMUSG00000028602",3459
"15241","ENSMUSG00000082758",718
"15242","ENSMUSG00000084272",94
"15243","ENSMUSG00000085101",665
"15244","ENSMUSG00000082082",1575
"15245","ENSMUSG00000083081",747
"15246","ENSMUSG00000052912",3217
"15247","ENSMUSG00000087076",340
"15248","ENSMUSG00000078503",3498
"15249","ENSMUSG00000096864",377
"15250","ENSMUSG00000082352",634
"15251","ENSMUSG00000083454",404
"15252","ENSMUSG00000080732",138
"15253","ENSMUSG00000078502",3595
"15254","ENSMUSG00000097661",1093
"15255","ENSMUSG00000083562",747
"15256","ENSMUSG00000081885",2850
"15257","ENSMUSG00000095517",345
"15258","ENSMUSG00000058186",4006
"15259","ENSMUSG00000082615",637
"15260","ENSMUSG00000084279",632
"15261","ENSMUSG00000082334",1446
"15262","ENSMUSG00000087513",940
"15263","ENSMUSG00000094417",565
"15264","ENSMUSG00000094177",377
"15265","ENSMUSG00000084350",2413
"15266","ENSMUSG00000096233",780
"15267","ENSMUSG00000083235",315
"15268","ENSMUSG00000078500",1427
"15269","ENSMUSG00000081595",748
"15270","ENSMUSG00000082195",3177
"15271","ENSMUSG00000083733",342
"15272","ENSMUSG00000066009",3039
"15273","ENSMUSG00000096958",3020
"15274","ENSMUSG00000066007",4937
"15275","ENSMUSG00000086654",468
"15276","ENSMUSG00000081522",643
"15277","ENSMUSG00000081671",578
"15278","ENSMUSG00000084127",1459
"15279","ENSMUSG00000085525",1412
"15280","ENSMUSG00000081460",632
"15281","ENSMUSG00000095096",375
"15282","ENSMUSG00000070605",4550
"15283","ENSMUSG00000073716",780
"15284","ENSMUSG00000081998",260
"15285","ENSMUSG00000056300",3164
"15286","ENSMUSG00000096979",1318
"15287","ENSMUSG00000086046",1069
"15288","ENSMUSG00000095865",635
"15289","ENSMUSG00000083038",1443
"15290","ENSMUSG00000096366",565
"15291","ENSMUSG00000095460",377
"15292","ENSMUSG00000063245",1275
"15293","ENSMUSG00000045699",750
"15294","ENSMUSG00000093919",648
"15295","ENSMUSG00000083027",3151
"15296","ENSMUSG00000081260",339
"15297","ENSMUSG00000086147",2395
"15298","ENSMUSG00000097168",3492
"15299","ENSMUSG00000067919",4349
"15300","ENSMUSG00000083704",637
"15301","ENSMUSG00000093617",1693
"15302","ENSMUSG00000094017",627
"15303","ENSMUSG00000081405",1453
"15304","ENSMUSG00000082779",454
"15305","ENSMUSG00000094849",380
"15306","ENSMUSG00000067916",2917
"15307","ENSMUSG00000097122",3769
"15308","ENSMUSG00000095054",780
"15309","ENSMUSG00000082176",336
"15310","ENSMUSG00000087207",1418
"15311","ENSMUSG00000081627",736
"15312","ENSMUSG00000082925",3121
"15313","ENSMUSG00000094318",345
"15314","ENSMUSG00000078498",2800
"15315","ENSMUSG00000078497",1287
"15316","ENSMUSG00000096354",646
"15317","ENSMUSG00000082248",559
"15318","ENSMUSG00000093975",269
"15319","ENSMUSG00000078496",1488
"15320","ENSMUSG00000081301",400
"15321","ENSMUSG00000096440",382
"15322","ENSMUSG00000082599",456
"15323","ENSMUSG00000078160",3283
"15324","ENSMUSG00000065999",2871
"15325","ENSMUSG00000066000",4111
"15326","ENSMUSG00000096065",646
"15327","ENSMUSG00000086130",1620
"15328","ENSMUSG00000062518",2885
"15329","ENSMUSG00000096521",345
"15330","ENSMUSG00000081179",2950
"15331","ENSMUSG00000083642",745
"15332","ENSMUSG00000078495",2912
"15333","ENSMUSG00000093594",2516
"15334","ENSMUSG00000080059",426
"15335","ENSMUSG00000059423",4270
"15336","ENSMUSG00000029022",3354
"15337","ENSMUSG00000070583",1380
"15338","ENSMUSG00000029020",5194
"15339","ENSMUSG00000083340",321
"15340","ENSMUSG00000019055",6765
"15341","ENSMUSG00000044496",2731
"15342","ENSMUSG00000029019",781
"15343","ENSMUSG00000041616",865
"15344","ENSMUSG00000086806",820
"15345","ENSMUSG00000029016",5933
"15346","ENSMUSG00000083473",773
"15347","ENSMUSG00000029009",7315
"15348","ENSMUSG00000094320",462
"15349","ENSMUSG00000078494",815
"15350","ENSMUSG00000029007",4236
"15351","ENSMUSG00000029005",5200
"15352","ENSMUSG00000029003",2622
"15353","ENSMUSG00000055401",2207
"15354","ENSMUSG00000099043",61
"15355","ENSMUSG00000029001",3024
"15356","ENSMUSG00000041556",1288
"15357","ENSMUSG00000041544",5450
"15358","ENSMUSG00000087027",1090
"15359","ENSMUSG00000086326",258
"15360","ENSMUSG00000047719",2992
"15361","ENSMUSG00000064648",152
"15362","ENSMUSG00000028991",10109
"15363","ENSMUSG00000028989",2157
"15364","ENSMUSG00000089081",104
"15365","ENSMUSG00000088625",108
"15366","ENSMUSG00000017264",3594
"15367","ENSMUSG00000082860",821
"15368","ENSMUSG00000087217",494
"15369","ENSMUSG00000006442",1599
"15370","ENSMUSG00000028979",3307
"15371","ENSMUSG00000041459",7796
"15372","ENSMUSG00000070577",1385
"15373","ENSMUSG00000087273",520
"15374","ENSMUSG00000028977",12224
"15375","ENSMUSG00000086766",236
"15376","ENSMUSG00000086606",562
"15377","ENSMUSG00000086740",5876
"15378","ENSMUSG00000028975",6272
"15379","ENSMUSG00000081086",320
"15380","ENSMUSG00000028974",3540
"15381","ENSMUSG00000028971",677
"15382","ENSMUSG00000073705",1909
"15383","ENSMUSG00000080746",892
"15384","ENSMUSG00000028961",6447
"15385","ENSMUSG00000063077",17608
"15386","ENSMUSG00000028960",7078
"15387","ENSMUSG00000085286",756
"15388","ENSMUSG00000085807",317
"15389","ENSMUSG00000085819",2903
"15390","ENSMUSG00000028996",718
"15391","ENSMUSG00000070572",378
"15392","ENSMUSG00000028992",3037
"15393","ENSMUSG00000087198",747
"15394","ENSMUSG00000028990",1866
"15395","ENSMUSG00000083811",376
"15396","ENSMUSG00000084646",104
"15397","ENSMUSG00000028988",2792
"15398","ENSMUSG00000093403",60
"15399","ENSMUSG00000086949",884
"15400","ENSMUSG00000039953",4662
"15401","ENSMUSG00000039936",6259
"15402","ENSMUSG00000098580",64
"15403","ENSMUSG00000044700",8944
"15404","ENSMUSG00000028982",1887
"15405","ENSMUSG00000085403",876
"15406","ENSMUSG00000085368",420
"15407","ENSMUSG00000084807",486
"15408","ENSMUSG00000081601",141
"15409","ENSMUSG00000083173",557
"15410","ENSMUSG00000064798",109
"15411","ENSMUSG00000106221",60
"15412","ENSMUSG00000039911",4396
"15413","ENSMUSG00000086767",768
"15414","ENSMUSG00000028980",5236
"15415","ENSMUSG00000086665",404
"15416","ENSMUSG00000065493",102
"15417","ENSMUSG00000102813",2459
"15418","ENSMUSG00000047875",4900
"15419","ENSMUSG00000087094",2485
"15420","ENSMUSG00000028976",3402
"15421","ENSMUSG00000062064",1867
"15422","ENSMUSG00000028972",1816
"15423","ENSMUSG00000082140",409
"15424","ENSMUSG00000063524",5379
"15425","ENSMUSG00000039852",8528
"15426","ENSMUSG00000085787",260
"15427","ENSMUSG00000089292",110
"15428","ENSMUSG00000085213",469
"15429","ENSMUSG00000039838",4395
"15430","ENSMUSG00000085869",578
"15431","ENSMUSG00000085097",757
"15432","ENSMUSG00000078492",593
"15433","ENSMUSG00000084314",395
"15434","ENSMUSG00000028967",3582
"15435","ENSMUSG00000028964",2479
"15436","ENSMUSG00000028965",2722
"15437","ENSMUSG00000014592",14570
"15438","ENSMUSG00000064476",160
"15439","ENSMUSG00000028963",538
"15440","ENSMUSG00000028957",9608
"15441","ENSMUSG00000028955",2889
"15442","ENSMUSG00000078491",746
"15443","ENSMUSG00000085593",1084
"15444","ENSMUSG00000104142",422
"15445","ENSMUSG00000039768",10678
"15446","ENSMUSG00000039759",1334
"15447","ENSMUSG00000047777",3205
"15448","ENSMUSG00000108391",2861
"15449","ENSMUSG00000073700",3986
"15450","ENSMUSG00000028952",3199
"15451","ENSMUSG00000028950",2863
"15452","ENSMUSG00000028948",4956
"15453","ENSMUSG00000039713",4945
"15454","ENSMUSG00000024793",2277
"15455","ENSMUSG00000028943",8272
"15456","ENSMUSG00000081544",484
"15457","ENSMUSG00000028940",2638
"15458","ENSMUSG00000028937",2124
"15459","ENSMUSG00000098385",336
"15460","ENSMUSG00000085724",251
"15461","ENSMUSG00000042804",3909
"15462","ENSMUSG00000028946",1960
"15463","ENSMUSG00000039662",5287
"15464","ENSMUSG00000058498",6331
"15465","ENSMUSG00000028936",2911
"15466","ENSMUSG00000005045",9583
"15467","ENSMUSG00000085179",699
"15468","ENSMUSG00000028931",5578
"15469","ENSMUSG00000090057",318
"15470","ENSMUSG00000089757",694
"15471","ENSMUSG00000039577",6044
"15472","ENSMUSG00000083078",256
"15473","ENSMUSG00000073699",884
"15474","ENSMUSG00000080360",95
"15475","ENSMUSG00000085648",441
"15476","ENSMUSG00000087454",220
"15477","ENSMUSG00000039546",3048
"15478","ENSMUSG00000077519",132
"15479","ENSMUSG00000085390",620
"15480","ENSMUSG00000086272",1371
"15481","ENSMUSG00000047613",1552
"15482","ENSMUSG00000029027",2875
"15483","ENSMUSG00000039523",5279
"15484","ENSMUSG00000029028",3510
"15485","ENSMUSG00000078350",5761
"15486","ENSMUSG00000039492",2089
"15487","ENSMUSG00000080807",691
"15488","ENSMUSG00000082073",106
"15489","ENSMUSG00000029026",5534
"15490","ENSMUSG00000087071",2192
"15491","ENSMUSG00000088774",144
"15492","ENSMUSG00000029029",4335
"15493","ENSMUSG00000029030",2242
"15494","ENSMUSG00000057751",7877
"15495","ENSMUSG00000081276",472
"15496","ENSMUSG00000029032",5481
"15497","ENSMUSG00000039410",9321
"15498","ENSMUSG00000097871",876
"15499","ENSMUSG00000086565",736
"15500","ENSMUSG00000084987",1032
"15501","ENSMUSG00000085069",3542
"15502","ENSMUSG00000098424",512
"15503","ENSMUSG00000086810",3414
"15504","ENSMUSG00000051276",1435
"15505","ENSMUSG00000046637",4949
"15506","ENSMUSG00000087437",1297
"15507","ENSMUSG00000058183",3475
"15508","ENSMUSG00000029059",1027
"15509","ENSMUSG00000042333",1438
"15510","ENSMUSG00000092483",672
"15511","ENSMUSG00000048001",1363
"15512","ENSMUSG00000029056",3487
"15513","ENSMUSG00000029055",8112
"15514","ENSMUSG00000073686",3113
"15515","ENSMUSG00000029047",3298
"15516","ENSMUSG00000029048",1814
"15517","ENSMUSG00000029049",4320
"15518","ENSMUSG00000029050",5562
"15519","ENSMUSG00000073684",1743
"15520","ENSMUSG00000029053",6318
"15521","ENSMUSG00000098729",657
"15522","ENSMUSG00000029054",2875
"15523","ENSMUSG00000084803",5410
"15524","ENSMUSG00000078490",9951
"15525","ENSMUSG00000023153",1157
"15526","ENSMUSG00000029064",4268
"15527","ENSMUSG00000082429",391
"15528","ENSMUSG00000029063",3747
"15529","ENSMUSG00000042202",6574
"15530","ENSMUSG00000086682",2770
"15531","ENSMUSG00000073682",237
"15532","ENSMUSG00000085063",171
"15533","ENSMUSG00000029062",3752
"15534","ENSMUSG00000029061",2340
"15535","ENSMUSG00000029060",4724
"15536","ENSMUSG00000074738",2140
"15537","ENSMUSG00000029038",2689
"15538","ENSMUSG00000064916",102
"15539","ENSMUSG00000096221",2183
"15540","ENSMUSG00000084845",5514
"15541","ENSMUSG00000029036",3765
"15542","ENSMUSG00000054514",1549
"15543","ENSMUSG00000042116",3623
"15544","ENSMUSG00000097728",2980
"15545","ENSMUSG00000073680",3471
"15546","ENSMUSG00000098638",126
"15547","ENSMUSG00000078487",1322
"15548","ENSMUSG00000029066",1664
"15549","ENSMUSG00000029068",5278
"15550","ENSMUSG00000065990",1766
"15551","ENSMUSG00000073679",687
"15552","ENSMUSG00000029070",2918
"15553","ENSMUSG00000029071",4996
"15554","ENSMUSG00000029072",3523
"15555","ENSMUSG00000029073",2709
"15556","ENSMUSG00000029034",3067
"15557","ENSMUSG00000051557",2329
"15558","ENSMUSG00000029033",5367
"15559","ENSMUSG00000096174",121
"15560","ENSMUSG00000023286",4409
"15561","ENSMUSG00000023571",1366
"15562","ENSMUSG00000050796",3184
"15563","ENSMUSG00000029076",6115
"15564","ENSMUSG00000029075",1365
"15565","ENSMUSG00000103183",4105
